predictor_instances,abs_potential_threshold_steps,Mean,Median,StdDev,Min,Max,SharpeRatio,trading_quantity_per_leverage_factor,sell_opposite_direction_if_no_cash,sell_all_opposite_products_if_no_cash,include_open_leverage_category,precalculate_predictor_observations,leverage_categories,date
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.17540563989235006,0.14264275549604302,0.164779753468655,-0.138537979704322,0.7491551865504859,1.1188352586177122,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.17540563989235006,0.14264275549604302,0.164779753468655,-0.138537979704322,0.7491551865504859,1.1188352586177122,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.174936775136802,0.13540264317554368,0.18371834749079877,-0.13369642383577163,1.362076395688101,1.0341489220659354,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.174936775136802,0.13540264317554368,0.18371834749079877,-0.13369642383577163,1.362076395688101,1.0341489220659354,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_c2_ValHR0.9929]","(0.0025, 0.04, 0.1)",0.174936775136802,0.13540264317554368,0.18371834749079877,-0.13369642383577163,1.362076395688101,1.0341489220659354,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.16512640620162644,0.11871860192608923,0.19942451099161276,-0.10733322079874302,1.2630464398821142,0.8868527123837787,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.16512640620162644,0.11871860192608923,0.19942451099161276,-0.10733322079874302,1.2630464398821142,0.8868527123837787,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.16512640620162644,0.11871860192608923,0.19942451099161276,-0.10733322079874302,1.2630464398821142,0.8868527123837787,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.16323573122478208,0.11939146231008599,0.20609146466840494,-0.12040432080768554,1.3776393131121278,0.8736231371810573,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.16323573122478208,0.11939146231008599,0.20609146466840494,-0.12040432080768554,1.3776393131121278,0.8736231371810573,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.16323573122478208,0.11939146231008599,0.20609146466840494,-0.12040432080768554,1.3776393131121278,0.8736231371810573,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.16323573122478208,0.11939146231008599,0.20609146466840494,-0.12040432080768554,1.3776393131121278,0.8736231371810573,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.16296602073143335,0.12114971723894374,0.17530391993018699,-0.08632543407276425,1.2017266335983559,1.013290499727334,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.16296602073143335,0.12114971723894374,0.17530391993018699,-0.08632543407276425,1.2017266335983559,1.013290499727334,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.16296602073143335,0.12114971723894374,0.17530391993018699,-0.08632543407276425,1.2017266335983559,1.013290499727334,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.16114227323936553,0.13602946406048416,0.17436635834667352,-0.2057898389467982,0.7150368197841719,0.9618638827746077,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.16114227323936553,0.13602946406048416,0.17436635834667352,-0.2057898389467982,0.7150368197841719,0.9618638827746077,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.16114227323936553,0.13602946406048416,0.17436635834667352,-0.2057898389467982,0.7150368197841719,0.9618638827746077,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d2_ValHR0.9727],"(0.0025, 0.04, 0.1)",0.16114227323936553,0.13602946406048416,0.17436635834667352,-0.2057898389467982,0.7150368197841719,0.9618638827746077,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.16047228678466996,0.12698231692470155,0.17066962450946396,-0.08410765772718364,1.2708449489271723,1.0346558017358065,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.15801400859293332,0.12743728981083632,0.17363352833227907,-0.09375033995358206,1.0660235688412731,0.9870089347785616,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.1525143843458399,0.12571022785917627,0.16672129488879103,-0.13562006126365,0.8385750622499385,0.9608556165018189,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.15184335158269627,0.11510650699414417,0.2189856820591448,-0.08976704375156574,1.9578292696081063,0.761876861763942,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.15184335158269627,0.11510650699414417,0.2189856820591448,-0.08976704375156574,1.9578292696081063,0.761876861763942,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.15184335158269627,0.11510650699414417,0.2189856820591448,-0.08976704375156574,1.9578292696081063,0.761876861763942,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.13954217046421882,0.10716200429089065,0.1579852347362168,-0.11863391556971424,1.1374529839134617,0.9606989287712294,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.13954217046421882,0.10716200429089065,0.1579852347362168,-0.11863391556971424,1.1374529839134617,0.9606989287712294,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.13954217046421882,0.10716200429089065,0.1579852347362168,-0.11863391556971424,1.1374529839134617,0.9606989287712294,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.13230471909210562,0.1124045578430264,0.14901927028573084,-0.1667153204374944,0.7206312430330776,0.9541807035027305,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.13230471909210562,0.1124045578430264,0.14901927028573084,-0.1667153204374944,0.7206312430330776,0.9541807035027305,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.13230471909210562,0.1124045578430264,0.14901927028573084,-0.1667153204374944,0.7206312430330776,0.9541807035027305,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.12530104584125906,0.11111654778373854,0.14441500387940598,-0.16881800558206703,0.6843722331839052,0.9245404294892776,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.12510398525590913,0.09335255448776972,0.161859168880787,-0.08630310266751662,1.1754759734373283,0.8494585453330114,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.12510398525590913,0.09335255448776972,0.161859168880787,-0.08630310266751662,1.1754759734373283,0.8494585453330114,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568]","(0.0025, 0.04, 0.1)",0.12510398525590913,0.09335255448776972,0.161859168880787,-0.08630310266751662,1.1754759734373283,0.8494585453330114,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.12307267405162557,0.09838879233994463,0.16228480743811863,-0.24908978139821453,0.7339274508703195,0.8193870207215169,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_c1_ValHR0.9368, LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.12223866324733826,0.09315109716761344,0.1513279184950383,-0.09478841931395957,0.9483059841240473,0.8761119805289505,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.11933463915840917,0.08111145401864345,0.1605236187652775,-0.14550955433718538,0.9595794283686225,0.8304140788976724,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.11933463915840917,0.08111145401864345,0.1605236187652775,-0.14550955433718538,0.9595794283686225,0.8304140788976724,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.11933463915840917,0.08111145401864345,0.1605236187652775,-0.14550955433718538,0.9595794283686225,0.8304140788976724,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_c1_ValHR0.9368],"(0.0025, 0.04, 0.1)",0.11933463915840917,0.08111145401864345,0.1605236187652775,-0.14550955433718538,0.9595794283686225,0.8304140788976724,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.11328606176923288,0.0909965579038707,0.16572702108820342,-0.18035621180873493,0.8359488394131266,0.7302024323167543,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.11328606176923288,0.0909965579038707,0.16572702108820342,-0.18035621180873493,0.8359488394131266,0.7302024323167543,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d2_ValHR0.9727]","(0.0025, 0.04, 0.1)",0.11328606176923288,0.0909965579038707,0.16572702108820342,-0.18035621180873493,0.8359488394131266,0.7302024323167543,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.11029161215983743,0.07784997844026609,0.19329689761359511,-0.22575123542026038,1.5233852185250596,0.6384522911580606,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.11029161215983743,0.07784997844026609,0.19329689761359511,-0.22575123542026038,1.5233852185250596,0.6384522911580606,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d2_ValHR0.9727, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.11029161215983743,0.07784997844026609,0.19329689761359511,-0.22575123542026038,1.5233852185250596,0.6384522911580606,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09033108011587221,0.06341290799665635,0.15073160830198587,-0.20928544826026177,0.8167244484122271,0.6865396830662064,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09033108011587221,0.06341290799665635,0.15073160830198587,-0.20928544826026177,0.8167244484122271,0.6865396830662064,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09033108011587221,0.06341290799665635,0.15073160830198587,-0.20928544826026177,0.8167244484122271,0.6865396830662064,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09001577048567751,0.05892572598976802,0.14963938250866834,-0.188063824901592,0.8131699323883913,0.6799615533091515,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09001577048567751,0.05892572598976802,0.14963938250866834,-0.188063824901592,0.8131699323883913,0.6799615533091515,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
"[LSTM_d1_ValHR0.7568, LSTM_d3_ValHR0.9904]","(0.0025, 0.04, 0.1)",0.09001577048567751,0.05892572598976802,0.14963938250866834,-0.188063824901592,0.8131699323883913,0.6799615533091515,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.07115239191485337,0.03347072244705185,0.1779391307881527,-0.4282268494300182,0.8502500544171907,0.44860684257221145,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.07115239191485337,0.03347072244705185,0.1779391307881527,-0.4282268494300182,0.8502500544171907,0.44860684257221145,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.07115239191485337,0.03347072244705185,0.1779391307881527,-0.4282268494300182,0.8502500544171907,0.44860684257221145,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.07115239191485337,0.03347072244705185,0.1779391307881527,-0.4282268494300182,0.8502500544171907,0.44860684257221145,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.06730070743317604,0.036092982361267026,0.16182981936842586,-0.4479604107722244,0.6254485755143941,0.4675773481848663,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.06730070743317604,0.036092982361267026,0.16182981936842586,-0.4479604107722244,0.6254485755143941,0.4675773481848663,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.06730070743317604,0.036092982361267026,0.16182981936842586,-0.4479604107722244,0.6254485755143941,0.4675773481848663,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d1_ValHR0.7568],"(0.0025, 0.04, 0.1)",0.06730070743317604,0.036092982361267026,0.16182981936842586,-0.4479604107722244,0.6254485755143941,0.4675773481848663,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.05150180064004084,0.03010825200522501,0.12983910559244577,-0.24943323903293424,0.527703899714527,0.4474590447927097,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.05150180064004084,0.03010825200522501,0.12983910559244577,-0.24943323903293424,0.527703899714527,0.4474590447927097,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.05150180064004084,0.03010825200522501,0.12983910559244577,-0.24943323903293424,0.527703899714527,0.4474590447927097,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.05150180064004084,0.03010825200522501,0.12983910559244577,-0.24943323903293424,0.527703899714527,0.4474590447927097,1.25,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.034550037360616404,0.027632418073418652,0.13047695953279015,-0.22629605252807758,0.38972421596260154,0.3237900391126802,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.034550037360616404,0.027632418073418652,0.13047695953279015,-0.22629605252807758,0.38972421596260154,0.3237900391126802,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.034550037360616404,0.027632418073418652,0.13047695953279015,-0.22629605252807758,0.38972421596260154,0.3237900391126802,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
[LSTM_d3_ValHR0.9904],"(0.0025, 0.04, 0.1)",0.034550037360616404,0.027632418073418652,0.13047695953279015,-0.22629605252807758,0.38972421596260154,0.3237900391126802,2.5,True,True,False,True,"(1.0, 2.0, 3.0, 4.0, 5.0)",2025-10-14
